
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
159=	Altynay Zamanbekova	ESL	NU S	74	71	76	77	77	375	75.00	2.28
159=	Ferdinand Ermel	ESL	BDU Beating you like we beat the Berli	74	73	76	79	73	375	75.00	2.28
159=	Urtė Žukauskaitė	ESL	are we picking a team name or are	76	75	74	74	76	375	75.00	0.89
159=	Owen Goodacre		When will someone set THS the axio	77	72	73	78	75	375	75.00	2.28
159=	Garvit Gosain	ESL	Woodstock Reserve	73	74	76	76	76	375	75.00	1.26
159=	Adrienne Liu		cyberpunk edgerunning	74	74	73	78	76	375	75.00	1.79
159=	Deborah Duroseau		cyberpunk edgerunning	74	75	73	78	75	375	75.00	1.67
166=	Valeriia Malashenko	ESL, Novice	BDU Beating you like we beat the Berli	73	72	77	79	73	374	74.80	2.71
166=	Yuhi Kano	ESL, Novice	we have 2 principle arguments	73	77	74	74	76	374	74.80	1.47
166=	Ignatenko Roman	ESL	SPSU SPbU A	75	77	72	73	77	374	74.80	2.04
166=	Ruolin Fang		LLA_Rowma	73	76	75	75	75	374	74.80	0.98
166=	Yiyang Qian	ESL	DAV Aachen YJ	77	73	74	74	76	374	74.80	1.47
166=	Jonathan Krapp	ESL	DAV Aachen YJ	78	73	74	73	76	374	74.80	1.94
166=	Eric Peng	Novice	please i just want to go	75	74	74	75	76	374	74.80	0.75
173=	Krishaan Doctor	ESL, Novice	SoBo Crusaders	72	76	72	77	75	372	74.40	2.06
173=	Paulina Šalkauskaitė	Novice	are we picking a team name or are	75	75	74	74	74	372	74.40	0.49
173=	Athang Shinde	ESL	Cooper House - Perseverance in Per	76	76	71	75	74	372	74.40	1.85
